"names","budgets","years","currencies"
"Die Ehe der Luise Rohrbach",NA,"1917",NA
"Fighting Joe",NA,"1916",NA
"The Finer Metal",NA,"1916",NA
"The Fireman",NA,"1916",NA
"Flirting with Fate",NA,"1916",NA
"The Floorwalker",NA,"1916",NA
"The Flying Torpedo",NA,"1916",NA
"The Garden of Shadows",NA,"1916",NA
"The Girl Who Didn't Tell",NA,"1916",NA
"The Girl in Lower 9",NA,"1916",NA
"God's Country and the Woman",NA,"1916",NA
"The Good Bad Man",NA,"1916",NA
"The Good Woman",NA,"1916",NA
"The Great Problem",NA,"1916",NA
"Gretchen the Greenhorn",NA,"1916",NA
"The Habit of Happiness",37800,"1916","USD"
"Half a Rogue",NA,"1916",NA
"The Half-Breed",NA,"1916",NA
"Hans hustrus förflutna",NA,"1915",NA
"Harmony in A Flat",NA,"1916",NA
"Havsgamar",NA,"1915",NA
"He Fell in Love with His Wife",NA,"1916",NA
"He Wrote a Book",NA,"1916",NA
"The Head of the Family",NA,"1916",NA
"The Heart of Nora Flynn",21999,"1916","USD"
"Hell's Hinges",NA,"1916",NA
"His Brother's Pal",NA,"1916",NA
"His Picture in the Papers",42600,"1916","USD"
"His World of Darkness",NA,"1916",NA
"Hoodoo Ann",NA,"1916",NA
"The Huntress of Men",NA,"1916",NA
"Husks of Love",NA,"1916",NA
"In His Own Trap",NA,"1916",NA
"In the Diplomatic Service",NA,"1916",NA
"An Innocent Magdalene",NA,"1916",NA
"Intolerance: Love's Struggle Throughout the Ages",385907,"1916","USD"
"The Intrigue",NA,"1916",NA
"The Iron Hand",NA,"1916",NA
"The Iron Woman",NA,"1916",NA
"Is Any Girl Safe?",NA,"1916",NA
"The Island of Surprise",NA,"1916",NA
"The Isle of Life",NA,"1916",NA
"It Happened in Honolulu",NA,"1916",NA
"Jealousy",NA,"1916",NA
"Jim Slocum No. 46393",NA,"1916",NA
"John Needham's Double",NA,"1916",NA
"Joy and the Dragon",NA,"1916",NA
"Kampen om hans hjärta",NA,"1916",NA
"Kinkaid, Gambler",NA,"1916",NA
"The Kiss of Hate",NA,"1916",NA
"The Kiss",NA,"1916",NA
"A Knight of the Range",NA,"1916",NA
"Kärlek och journalistik",NA,"1916",NA
"The Laugh of Scorn",NA,"1916",NA
"Leben um Leben",NA,"1916",NA
"Life's Shadows",NA,"1916",NA
"The Light at Dusk",NA,"1916",NA
"The Limousine Mystery",NA,"1916",NA
"Little Eve Edgarton",NA,"1916",NA
"The Little Fraud",NA,"1916",NA
"Little Mary Sunshine",NA,"1916",NA
"Little Miss Happiness",NA,"1916",NA
"Lonesome Luke Leans to the Literary",NA,"1916",NA
"Lonesome Luke Lolls in Luxury",NA,"1916",NA
"Lonesome Luke, Circus King",NA,"1916",NA
"The Lords of High Decision",NA,"1916",NA
"The Lottery Man",NA,"1916",NA
"The Love Girl",NA,"1916",NA
"The Love Thief",NA,"1916",NA
"Love and Hate",NA,"1916",NA
"Love's Lariat",NA,"1916",NA
"Love's Masquerade",NA,"1916",NA
"A Lucky Gold Piece",NA,"1916",NA
"Luke Does the Midway",NA,"1916",NA
"Luke Foils the Villain",NA,"1916",NA
"Luke Joins the Navy",NA,"1916",NA
"Luke Laughs Last",NA,"1916",NA
"Luke Locates the Loot",NA,"1916",NA
"Luke Lugs Luggage",NA,"1916",NA
"Luke Pipes the Pippins",NA,"1916",NA
"Luke Rides Roughshod",NA,"1916",NA
"Luke and the Bang-Tails",NA,"1916",NA
"Luke and the Bomb Throwers",NA,"1916",NA
"Luke and the Mermaids",NA,"1916",NA
"Luke and the Rural Roughnecks",NA,"1916",NA
"Luke's Double",NA,"1916",NA
"Luke's Fatal Flivver",NA,"1916",NA
"Luke's Fireworks Fizzle",NA,"1916",NA
"Luke's Late Lunchers",NA,"1916",NA
"Luke's Lost Lamb",NA,"1916",NA
"Luke's Movie Muddle",NA,"1916",NA
"Luke's Newsie Knockout",NA,"1916",NA
"Luke's Preparedness Preparations",NA,"1916",NA
"Luke's Shattered Sleep",NA,"1916",NA
"Luke's Society Mixup",NA,"1916",NA
"Luke's Speedy Club Life",NA,"1916",NA
"Luke's Washful Waiting",NA,"1916",NA
"Luke, Crystal Gazer",NA,"1916",NA
"Luke, Patient Provider",NA,"1916",NA
"Luke, Rank Impersonator",NA,"1916",NA
"Luke, the Candy Cut-Up",NA,"1916",NA
"Luke, the Chauffeur",NA,"1916",NA
"Luke, the Gladiator",NA,"1916",NA
"The Strong Arm Squad",NA,"1916",NA
"The Lure of Heart's Desire",NA,"1916",NA
"Lyckonålen",NA,"1916",NA
"Macbeth",NA,"1916",NA
"Madame la Presidente",NA,"1916",NA
"Madame X",NA,"1916",NA
"The Madcap",NA,"1916",NA
"The Mainspring",NA,"1916",NA
"The Making of Maddalena",NA,"1916",NA
"The Man from Bitter Roots",NA,"1916",NA
"The Man Inside",NA,"1916",NA
"The Man Who Stood Still",NA,"1916",NA
"Man and His Soul",NA,"1916",NA
"The Man from Nowhere",NA,"1916",NA
"Manhattan Madness",NA,"1916",NA
"The Marble Heart",NA,"1916",NA
"Maria Rosa",18575,"1916","USD"
"The Mark of Cain",6289,"1916","USD"
"The Marriage Bond",NA,"1916",NA
"The Marriage of Molly-O",NA,"1916",NA
"The Masked Rider",16000,"1916","USD"
"The Matrimaniac",NA,"1916",NA
"The Measure of a Man",NA,"1916",NA
"The Mediator",NA,"1916",NA
"The Men She Married",NA,"1916",NA
"Merely Mary Ann",NA,"1916",NA
"A Million a Minute",NA,"1916",NA
"The Millionaire",NA,"1917",NA
"The Unattainable",NA,"1916",NA
"The Mischief Maker",NA,"1916",NA
"Miss George Washington",NA,"1916",NA
"Mister 44",NA,"1916",NA
"Mixed Blood",NA,"1916",NA
"A Modern Enoch Arden",NA,"1916",NA
"A Modern Thelma",NA,"1916",NA
"The Moment Before",NA,"1916",NA
"The Moral Fabric",NA,"1916",NA
"The Morals of Hilda",NA,"1916",NA
"Mother's Guiding Hand",NA,"1916",NA
"My Lady Incog.",NA,"1916",NA
"The Mystery of the Leaping Fish",NA,"1916",NA
"Naked Hearts",NA,"1916",NA
"Nanette of the Wilds",NA,"1916",NA
"The Narrow Path",NA,"1916",NA
"Never Lie to Your Wife",NA,"1916",NA
"The Night Riders",NA,"1916",NA
"One A.M.",NA,"1916",NA
"A Parisian Romance",NA,"1916",NA
"The Passing of Hell's Crown",NA,"1916",NA
"The Path of Happiness",NA,"1916",NA
"The Patriot",NA,"1916",NA
"Pawn of Fate",NA,"1916",NA
"The Pawnshop",NA,"1916",NA
"Paying the Price",NA,"1916",NA
"The Phantom Buccaneer",NA,"1916",NA
"Pillars of Society",NA,"1916",NA
"The Place Beyond the Winds",9492,"1916","USD"
"The Plow Girl",NA,"1916",NA
"Police",NA,"1916",NA
"Polly Put the Kettle On",NA,"1917",NA
"The Price of Happiness",NA,"1916",NA
"The Price of Malice",NA,"1916",NA
"The Price of Power",NA,"1916",NA
"The Primal Lure",NA,"1916",NA
"The Prince Chap",NA,"1916",NA
"A Prince in a Pawnshop",NA,"1916",NA
"The Prince of Graustark",NA,"1916",NA
"Public Opinion",NA,"1916",NA
"Pudd'nhead Wilson",NA,"1916",NA
"The Purple Lady",NA,"1916",NA
"The Quitter",NA,"1916",NA
"The Race",NA,"1916",NA
"The Ragamuffin",NA,"1916",NA
"The Ragged Princess",NA,"1916",NA
"The Rail Rider",NA,"1916",NA
"The Rainbow Princess",NA,"1916",NA
"The Red Widow",NA,"1916",NA
"Reggie Mixes In",NA,"1916",NA
"The Return of Draw Egan",NA,"1916",NA
"The Right to Be Happy",NA,"1916",NA
"The Rink",NA,"1916",NA
"The River of Romance",NA,"1916",NA
"The Road to Love",NA,"1916",NA
"Romeo and Juliet",NA,"1916",NA
"The Ruling Passion",NA,"1916",NA
"The Saleslady",NA,"1916",NA
"Sally in Our Alley",NA,"1916",NA
"Saved by a Song",NA,"1916",NA
"Saving the Family Name",NA,"1916",NA
"Slander",NA,"1916",NA
"The Scarlet Mark",NA,"1916",NA
"The Scarlet Oath",NA,"1916",NA
"Der Schirm mit dem Schwan",NA,"1916",NA
"A Sea Mystery",NA,"1916",NA
"Secret Love",NA,"1916",NA
"The Secret of the Swamp",NA,"1916",NA
"The Seekers",NA,"1916",NA
"Seventeen",NA,"1916",NA
"Shadows and Sunshine",NA,"1916",NA
"Shattered Nerves",NA,"1916",NA
"The Sheriff of Pine Mountain",NA,"1916",NA
"Sherlock Holmes",NA,"1916",NA
"The Sign of the Poppy",NA,"1916",NA
"The Silent Battle",NA,"1916",NA
"The Silent Stranger",NA,"1916",NA
"Sins of Her Parent",NA,"1916",NA
"Sins of Men",NA,"1916",NA
"The Smugglers",NA,"1916",NA
"Snow White",NA,"1916",NA
"The Snowbird",NA,"1916",NA
"The Social Buccaneer",NA,"1916",NA
"A Social Outcast",NA,"1916",NA
"The Social Secretary",NA,"1916",NA
"Sold for Marriage",NA,"1916",NA
"A Son of Neptune",NA,"1916",NA
"The Son of a Rebel Chief",NA,"1916",NA
"A Son of the Immortals",NA,"1916",NA
"The Sons of Satan",NA,"1915",NA
"A Soul Enslaved",NA,"1916",NA
"The Soul Market",NA,"1916",NA
"The Sowers",NA,"1916",NA
"The Spell of the Yukon",NA,"1916",NA
"The Sphinx",NA,"1916",NA
"A Splash of Local Color",NA,"1916",NA
"The Spy",NA,"1917",NA
"Stampede in the Night",NA,"1916",NA
"The Stepping Stone",NA,"1916",NA
"The Still Voice",NA,"1916",NA
"The Sting of Victory",NA,"1916",NA
"Stolen Honors",NA,"1916",NA
"The Storm",NA,"1916",NA
"The Straight Way",NA,"1916",NA
"The Strength of the Weak",NA,"1916",NA
"The Stronger Love",NA,"1916",NA
"Sudden Riches",NA,"1916",NA
"The Summer Girl",NA,"1916",NA
"Sunshine Dad",NA,"1916",NA
"The Supreme Sacrifice",NA,"1916",NA
"Susie Snowflake",NA,"1916",NA
"Sweet Kitty Bellairs",NA,"1916",NA
"The Target",NA,"1916",NA
"Temptation and the Man",NA,"1916",NA
"Tennessee's Pardner",NA,"1916",NA
"Their Anniversary",NA,"1916",NA
"Them Was the Happy Days!",NA,"1916",NA
"The Thoroughbred",NA,"1916",NA
"The Thousand-Dollar Husband",NA,"1916",NA
"The Three Wishes",NA,"1916",NA
"Thrown to the Lions",NA,"1916",NA
"To Another Woman",NA,"1916",NA
"The Tortured Heart",NA,"1916",NA
"The Trail of Chance",NA,"1916",NA
"The Trail of the Lonesome Pine",22249,"1916","USD"
"The Traveling Salesman",NA,"1916",NA
"Triple Trouble",NA,"1918",NA
"Truthful Tulliver",NA,"1917",NA
"The Twin Triangle",NA,"1916",NA
"Under Cover",NA,"1916",NA
"Under Two Flags",NA,"1916",NA
"Undine",NA,"1916",NA
"The Vagabond",NA,"1916",NA
"The Victim",NA,"1916",NA
"The Victoria Cross",NA,"1916",NA
"The Victory of Conscience",NA,"1916",NA
"Vingarne",NA,"1916",NA
"Vultures of Society",NA,"1916",NA
"The Wager",NA,"1916",NA
"The Waifs",NA,"1916",NA
"The Wall Between",NA,"1916",NA
"Das wandernde Licht",NA,"1916",NA
"Wanted: A Home",NA,"1916",NA
"Wanted: A Husband",NA,"1916",NA
"The War Bride's Secret",NA,"1916",NA
"War Brides",1e+06,"1916","USD"
"The Way of the World",NA,"1916",NA
"The Weakness of Man",NA,"1916",NA
"The Weakness of Strength",NA,"1916",NA
"Der Weg des Todes",NA,"1916",NA
"What Love Can Do",NA,"1916",NA
"When the Wolf Howls",NA,"1916",NA
"Where Are My Children?",NA,"1916",NA
"Where Love Leads",NA,"1916",NA
"The Whirlpool of Destiny",NA,"1916",NA
"A Wife at Bay",NA,"1916",NA
"A Wife's Sacrifice",NA,"1916",NA
"The Witch",NA,"1916",NA
"Witchcraft",NA,"1916",NA
"A Woman's Daring",NA,"1916",NA
"A Woman's Eyes",NA,"1916",NA
"The World Against Him",NA,"1916",NA
"The World's Great Snare",NA,"1916",NA
"The Writing on the Wall",NA,"1916",NA
"The Wrong Door",NA,"1916",NA
"The Yaqui",NA,"1916",NA
"The Years of the Locust",NA,"1916",NA
"The Yellow Passport",NA,"1916",NA
"The Yellow Pawn",NA,"1916",NA
"A Yoke of Gold",NA,"1916",NA
"A Youth of Fortune",NA,"1916",NA
"Zirkusblut",NA,"1916",NA
"'49-'17",NA,"1917",NA
"The Adventurer",NA,"1917",NA
"Alexander den Store",NA,"1917",NA
"All Aboard",NA,"1917",NA
"The Argyle Case",NA,"1917",NA
"Art Aches",NA,"1917",NA
"Baby Mine",NA,"1917",NA
"The Bad Boy",NA,"1917",NA
"A Bad Little Good Man",NA,"1917",NA
"Barred from the Bar",NA,"1917",NA
"The Barrier",NA,"1917",NA
"Bartered Youth",NA,"1917",NA
"Bashful",NA,"1917",NA
"The Battling Bellboy",NA,"1917",NA
"The Beautiful Impostor",NA,"1917",NA
"Behind the Map",NA,"1917",NA
"Das Bildnis des Dorian Gray",NA,"1917",NA
"Black Evidence",NA,"1917",NA
"Bliss",NA,"1917",NA
"Der Blusenkönig",NA,"1917",NA
"Bombs and Bandits",NA,"1917",NA
"Bringing Home Father",NA,"1917",NA
"Bucking Broadway",NA,"1917",NA
"The Butcher Boy",NA,"1917",NA
"By the Sad Sea Waves",NA,"1917",NA
"Canning the Cannibal King",NA,"1917",NA
"The Case of Doctor Standing",NA,"1917",NA
"The Charmer",NA,"1917",NA
"A Child of the Wild",NA,"1917",NA
"Cleopatra",5e+05,"1917","USD"
"Clubs Are Trump",NA,"1917",NA
"The Cold Deck",NA,"1917",NA
"Coney Island",NA,"1917",NA
"The Conqueror",3e+05,"1917","USD"
"The Cure",NA,"1917",NA
"Daughter of Destiny",NA,"1917",NA
"The Devil-Stone",67413,"1917","USD"
"The Double Standard",NA,"1917",NA
"Dropped from the Clouds",NA,"1917",NA
"Easy Street",NA,"1917",NA
"The Edge of the Law",NA,"1917",NA
"Envy",NA,"1917",NA
"The Fall of the Romanoffs",NA,"1917",NA
"The Man from Painted Post",NA,"1917",NA
"Fear Not",NA,"1917",NA
"The Fibbers",NA,"1917",NA
"Fighting Mad",NA,"1917",NA
"The Flame of Youth",NA,"1917",NA
"Flames of Treachery",NA,"1917",NA
"The Flashlight",NA,"1917",NA
"The Flirt",NA,"1917",NA
"Flirting with Death",NA,"1917",NA
"Follow the Girl",NA,"1917",NA
"The Foolish Virgin",NA,"1916",NA
"The Gates of Doom",NA,"1917",NA
"A Girl's Folly",NA,"1917",NA
"God's Law and Man's",NA,"1917",NA
"Goin' Straight",NA,"1917",NA
"The Golden Bullet",NA,"1917",NA
"The Gun Fighter",NA,"1917",NA
"Hair-Trigger Burke",NA,"1917",NA
"Hands Up!",NA,"1917",NA
"Hate",NA,"1917",NA
"He Had 'em Buffaloed",NA,"1917",NA
"Heart Strings",NA,"1917",NA
"Her Greatest Love",NA,"1917",NA
"The Hidden Children",NA,"1917",NA
"The High Sign",NA,"1917",NA
"Hilde Warren und der Tod",NA,"1917",NA
"His Fatal Beauty",NA,"1917",NA
"The Honor of an Outlaw",NA,"1917",NA
"The Immigrant",NA,"1917",NA
"The Inner Shrine",NA,"1917",NA
"The Innocent Sinner",NA,"1917",NA
"Intrigue",NA,"1917",NA
"The Iron Ring",NA,"1917",NA
"Jack and the Beanstalk",NA,"1917",NA
"The Jaguar's Claws",NA,"1917",NA
"A Jewel in Pawn",NA,"1917",NA
"Joan the Woman",302976,"1916","USD"
"John Ermine of Yellowstone",NA,"1917",NA
"The Jury of Fate",NA,"1917",NA
"A Kentucky Cinderella",NA,"1917",NA
"Kick In",NA,"1917",NA
"Kidnapped",NA,"1917",NA
"Lady Barnacle",NA,"1917",NA
"The Lair of the Wolf",NA,"1917",NA
"The Lash of Power",NA,"1917",NA
"The Last of the Night Riders",NA,"1917",NA
"Law of the Land",NA,"1917",NA
"The Law of the North",NA,"1917",NA
"The Lifted Veil",NA,"1917",NA
"The Light in Darkness",NA,"1917",NA
"Like Wildfire",NA,"1917",NA
"The Little American",166949,"1917","USD"
"The Little Duchess",NA,"1917",NA
"Little Lost Sister",NA,"1917",NA
"Little Miss Nobody",NA,"1917",NA
"Little Miss Optimist",NA,"1917",NA
"The Little Orphan",NA,"1917",NA
"The Little Patriot",NA,"1917",NA
"The Little Pirate",NA,"1917",NA
"The Little Shoes",NA,"1917",NA
"Lone Larry",NA,"1915",NA
"From Laramie to London",NA,"1917",NA
"Lonesome Luke Loses Patients",NA,"1917",NA
"Lonesome Luke on Tin Can Alley",NA,"1917",NA
"Lonesome Luke's Honeymoon",NA,"1917",NA
"Lonesome Luke's Lively Life",NA,"1917",NA
"Lonesome Luke's Lovely Rifle",NA,"1917",NA
"Lonesome Luke's Wild Women",NA,"1917",NA
"Lonesome Luke, Lawyer",NA,"1917",NA
"Lonesome Luke, Mechanic",NA,"1917",NA
"Lonesome Luke, Messenger",NA,"1917",NA
"Lonesome Luke, Plumber",NA,"1917",NA
"The Long Trail",NA,"1917",NA
"Love Aflame",NA,"1917",NA
"Love Letters",NA,"1917",NA
"Love Me, Love My Biscuits",NA,"1917",NA
"Love's Law",NA,"1917",NA
"Love, Laughs and Lather",NA,"1917",NA
"Luke Wins Ye Ladye Faire",NA,"1917",NA
"Luke's Busy Day",NA,"1917",NA
"Luke's Lost Liberty",NA,"1917",NA
"Luke's Trolley Troubles",NA,"1917",NA
"The Mad Lover",NA,"1917",NA
"Magda",NA,"1917",NA
"The Mainspring",NA,"1917",NA
"The Man Trap",NA,"1917",NA
"The Man Who Forgot",NA,"1917",NA
"The Man Who Took a Chance",NA,"1917",NA
"The Man Who Was Afraid",NA,"1917",NA
"The Man Without a Country",NA,"1917",NA
"Man and Beast",NA,"1917",NA
"A Man and the Woman",NA,"1917",NA
"The Man from Montana",NA,"1917",NA
"The Man of Mystery",NA,"1917",NA
"Man's Woman",NA,"1917",NA
"A Marked Man",NA,"1917",NA
"The Mate of the Sally Ann",NA,"1917",NA
"Max Comes Across",NA,"1917",NA
"Mayblossom",NA,"1917",NA
"Melting Millions",NA,"1917",NA
"The Midnight Man",NA,"1917",NA
"The Millionaire's Double",NA,"1917",NA
"Miss Robinson Crusoe",NA,"1917",NA
"Miss U.S.A.",NA,"1917",NA
"Les Misérables",NA,"1917",NA
"A Modern Cinderella",NA,"1917",NA
"A Modern Musketeer",NA,"1917",NA
"Money Madness",NA,"1917",NA
"The Money Mill",NA,"1917",NA
"The Moral Code",NA,"1917",NA
"Moral Courage",NA,"1917",NA
"The Moth",NA,"1917",NA
"Mother Love and the Law",NA,"1917",NA
"Mother o' Mine",NA,"1917",NA
"Mothers of Men",10000,"1917","USD"
"Move On",NA,"1917",NA
"Mr. Dolan of New York",NA,"1917",NA
"Mr. Opp",NA,"1917",NA
"Mutiny",NA,"1917",NA
"My Little Boy",NA,"1917",NA
"My Unmarried Wife",NA,"1918",NA
"The Mysterious Mr. Tiller",NA,"1917",NA
"The Mysterious Mrs. Musslewhite",NA,"1917",NA
"The Mysterious Outlaw",NA,"1917",NA
"The Mystery of No. 47",NA,"1917",NA
"The Mystic Hour",NA,"1917",NA
"Nearly Married",NA,"1917",NA
"New York Luck",NA,"1917",NA
"The New York Peacock",NA,"1917",NA
"North of Fifty-Three",NA,"1917",NA
"Nuts in May",NA,"1917",NA
"O-My the Tent Mover",NA,"1917",NA
"An Old Fashioned Young Man",NA,"1917",NA
"An Old Soldier's Romance",NA,"1917",NA
"On Trial",NA,"1917",NA
"On the Level",NA,"1917",NA
"The On-the-Square Girl",NA,"1917",NA
"One Touch of Nature",NA,"1917",NA
"The Outlaw and the Lady",NA,"1917",NA
"Outwitted",NA,"1917",NA
"Over the Fence",NA,"1917",NA
"The Page Mystery",NA,"1917",NA
"The Painted Madonna",NA,"1917",NA
"Patsy",NA,"1917",NA
"Peggy, the Will O' the Wisp",NA,"1917",NA
"Persuasive Peggy",NA,"1917",NA
"The Phantom Shotgun",NA,"1917",NA
"The Phantom's Secret",NA,"1917",NA
"Der Rattenfänger von Hameln",NA,"1918",NA
"The Planter",NA,"1917",NA
"Please Help Emily",NA,"1917",NA
"The Plow Woman",NA,"1917",NA
"Polly Redhead",NA,"1917",NA
"Polly of the Circus",250000,"1917","USD"
"Poppy",NA,"1917",NA
"The Price Mark",NA,"1917",NA
"The Price She Paid",NA,"1917",NA
"The Price of Pride",NA,"1917",NA
"The Price of Silence",NA,"1917",NA
"The Price of a Good Time",NA,"1917",NA
"Pride",NA,"1917",NA
"The Pride of New York",NA,"1917",NA
"The Primrose Ring",NA,"1917",NA
"Princess Virtue",NA,"1917",NA
"The Princess of Park Row",NA,"1917",NA
"The Princess' Necklace",NA,"1917",NA
"The Promise",NA,"1917",NA
"Public Defender",NA,"1917",NA
"The Pulse of Life",NA,"1917",NA
"Putting the Bee in Herbert",NA,"1917",NA
"Queen X",NA,"1917",NA
"The Question",NA,"1917",NA
"Die Rache der Toten",NA,"1916",NA
"Raffles, the Amateur Cracksman",NA,"1917",NA
"The Raggedy Queen",NA,"1917",NA
"The Rainbow Girl",NA,"1917",NA
"Rainbow Island",NA,"1917",NA
"The Recoil",NA,"1917",NA
"The Reed Case",NA,"1917",NA
"The Rise of Jenny Cushing",NA,"1917",NA
"A Romance of the Redwoods",134832,"1917","USD"
"A Royal Romance",NA,"1917",NA
"Sacrifice",NA,"1917",NA
"The Saint's Adventure",NA,"1917",NA
"The Saintly Sinner",NA,"1917",NA
"Sapho",NA,"1917",NA
"Satan's Private Door",NA,"1917",NA
"The Savage",NA,"1917",NA
"Scandal",NA,"1917",NA
"The Scarlet Crystal",NA,"1917",NA
"The Scarlet Letter",NA,"1917",NA
"A School for Husbands",NA,"1917",NA
"The Scrub Lady",NA,"1917",NA
"The Secret Game",NA,"1917",NA
"The Secret Man",NA,"1917",NA
"The Secret of Black Mountain",NA,"1917",NA
"She",NA,"1917",NA
"Shirley Kaye",NA,"1917",NA
"The Show Down",NA,"1917",NA
"The Silent Lady",NA,"1917",NA
"The Silent Lie",NA,"1917",NA
"The Silent Man",NA,"1917",NA
"The Silent Master",NA,"1917",NA
"The Silent Partner",NA,"1917",NA
"The Siren",NA,"1917",NA
"Sirens of the Sea",NA,"1917",NA
"Sister Against Sister",NA,"1917",NA
"Six-Shooter Justice",NA,"1917",NA
"The Slacker",NA,"1917",NA
"The Slave",NA,"1917",NA
"Sleeping Fires",NA,"1917",NA
"The Small Town Girl",NA,"1917",NA
"Snap Judgment",NA,"1917",NA
"Society's Driftwood",NA,"1917",NA
"Some Boy",NA,"1917",NA
"Souls Adrift",NA,"1917",NA
"Southern Justice",NA,"1917",NA
"Sowers and Reapers",NA,"1917",NA
"The Spindle of Life",NA,"1917",NA
"The Spotted Lily",NA,"1917",NA
"The Square Deceiver",NA,"1917",NA
"Step Lively",NA,"1917",NA
"The Stolen Play",NA,"1917",NA
"Stop! Luke! Listen!",NA,"1917",NA
"A Stormy Knight",NA,"1917",NA
"Straight Shooting",NA,"1917",NA
"The Streets of Illusion",NA,"1917",NA
"Sunlight's Last Raid",NA,"1917",NA
"Sunshine and Gold",NA,"1917",NA
"Susan's Gentleman",NA,"1917",NA
"A Tale of Two Cities",NA,"1917",NA
"Tangled Lives",NA,"1917",NA
"Tears and Smiles",NA,"1917",NA
"The Tell-Tale Step",NA,"1917",NA
"Terje Vigen",60000,"1917","SEK"
"The Terror",NA,"1917",NA
"The Texas Sphinx",NA,"1917",NA
"Thomas Graals bästa film",NA,"1917",NA
"Those Without Sin",NA,"1917",NA
"The Tiger Woman",NA,"1917",NA
"To Honor and Obey",NA,"1917",NA
"To the Highest Bidder",NA,"1918",NA
"Told at Twilight",NA,"1917",NA
"Tom Sawyer",NA,"1917",NA
"Treason",NA,"1917",NA
"Trouble Makers",NA,"1917",NA
"Twin Kiddies",NA,"1917",NA
"Two Little Imps",NA,"1917",NA
"Tösen från Stormyrtorpet",NA,"1917",NA
"Unconquered",NA,"1917",NA
"Under Handicap",NA,"1917",NA
"Unknown 274",NA,"1917",NA
"The Untamed",NA,"1917",NA
"The Valentine Girl",NA,"1917",NA
"The Voice of Conscience",NA,"1917",NA
"The Volunteer",NA,"1917",NA
"The War of the Tongs",NA,"1917",NA
"We Never Sleep",NA,"1917",NA
"When Baby Forgot",NA,"1917",NA
"When a Man Sees Red",NA,"1917",NA
"The White Raven",NA,"1917",NA
"Who Was the Other Man?",NA,"1917",NA
"Who's Looney Now?",NA,"1917",NA
